crop,season,state,area,yield_per_hectare,price_per_quintal,cost_per_hectare,profit
Rice,Autumn,Kerala,2.08,2.0215,4272.92,33894.51,109163.97
Rice,Autumn,Kerala,3.86,2.3031,5059.31,36641.64,308328.51
Rice,Autumn,Kerala,4.48,2.1154,4738.29,36455.19,285731.1
Rice,Autumn,Kerala,3.25,2.1929,4506.86,36722.52,201853.78
Rice,Autumn,Kerala,4.32,2.3943,4491.93,36685.12,306129.44
Rice,Autumn,Kerala,1.54,2.3581,5190.89,33389.14,137087.07
Rice,Autumn,Kerala,3.51,2.25,4519.24,36447.46,228976.16
Rice,Autumn,Kerala,2.74,2.378,4643.41,36659.4,202101.16
Rice,Autumn,Kerala,0.78,1.9433,5221.9,34430.5,52294.7
Rice,Autumn,Kerala,3.93,2.2765,5056.0,33386.89,321139.6
Rice,Autumn,Kerala,1.1,1.9426,5237.11,33524.91,75031.2
Rice,Autumn,Kerala,4.26,2.0826,4901.52,33829.99,290744.5
Rice,Autumn,Kerala,4.48,1.9263,5296.64,35189.4,299432.84
Rice,Autumn,Kerala,1.68,2.0797,5118.98,35751.2,118791.64
Rice,Autumn,Kerala,2.93,2.345,4788.03,34896.42,226738.36
Rice,Autumn,Kerala,4.31,1.9909,4585.4,34844.17,243293.72
Rice,Autumn,Kerala,2.74,2.3193,4716.19,35226.38,203188.52
Rice,Autumn,Kerala,4.5,2.0168,4756.93,33703.24,280060.81
Rice,Autumn,Kerala,4.41,1.9613,4235.81,33472.8,218756.82
Rice,Autumn,Kerala,2.41,1.9107,4777.9,35054.55,135526.11
Rice,Autumn,Kerala,2.27,2.3305,5052.14,35647.39,186351.68
Rice,Autumn,Kerala,2.63,2.3394,4417.83,34445.84,181219.93
Rice,Autumn,Kerala,2.1,2.406,5214.12,36393.46,187021.73
Rice,Autumn,Kerala,4.99,2.2654,5160.53,34278.37,412318.9
Rice,Autumn,Kerala,4.79,2.0251,5169.31,34962.07,333975.28
Rice,Autumn,Kerala,0.82,2.1972,5256.56,34108.2,66739.55
Rice,Autumn,Kerala,1.82,2.2194,5287.68,34722.39,150392.74
Rice,Autumn,Kerala,2.75,1.9392,4284.02,35324.48,131321.19
Rice,Autumn,Kerala,2.8,2.1938,4580.54,33504.37,187549.19
Rice,Autumn,Kerala,4.75,1.9376,4506.08,33843.26,253957.58
Rice,Autumn,Kerala,0.93,2.1164,4375.11,35833.18,52786.51
Rice,Autumn,Kerala,1.73,2.3817,4667.89,34285.38,133020.52
Rice,Autumn,Kerala,4.08,1.9928,4351.46,34846.54,211623.35
Rice,Autumn,Kerala,1.55,1.9267,5199.35,35340.45,100492.03
Rice,Autumn,Kerala,3.22,2.28,4247.02,34891.14,199454.22
Rice,Autumn,Kerala,3.75,2.0677,5112.76,34945.7,265393.14
Rice,Autumn,Kerala,1.67,1.9007,4401.18,36622.71,78538.48
Rice,Autumn,Kerala,2.48,1.905,4186.77,34259.23,112835.91
Rice,Autumn,Kerala,0.56,1.933,4598.01,33387.38,31075.13
Rice,Autumn,Kerala,3.51,2.1125,5203.69,36178.7,258866.6
Rice,Summer,Kerala,0.63,2.2009,5056.74,36184.54,47318.63
Rice,Summer,Kerala,4.47,2.6482,5066.17,35215.2,442290.11
Rice,Summer,Kerala,1.69,2.4232,4903.76,33268.68,144596.74
Rice,Summer,Kerala,2.65,2.172,4912.81,35424.76,188899.19
Rice,Summer,Kerala,3.44,2.4182,4351.79,36625.16,236021.3
Rice,Summer,Kerala,4.48,2.3703,4639.32,33684.28,341739.27
Rice,Summer,Kerala,0.66,2.7187,4510.35,36605.15,56772.43
Rice,Summer,Kerala,4.16,2.2486,4571.06,35334.37,280592.35
Rice,Summer,Kerala,3.41,2.572,4654.97,35863.39,285970.61
Rice,Summer,Kerala,4.02,2.631,4743.4,33339.17,367669.92
Rice,Summer,Kerala,3.56,2.3235,4440.0,33569.56,247750.01
Rice,Summer,Kerala,1.37,2.409,5300.59,36497.18,124933.61
Rice,Summer,Kerala,1.23,2.493,4404.07,34473.36,92644.72
Rice,Summer,Kerala,3.4,2.6428,4652.1,34760.46,299827.0
Rice,Summer,Kerala,3.08,2.5793,4537.21,35541.57,250980.58
Rice,Summer,Kerala,2.29,2.5262,4485.96,36551.03,175814.74
Rice,Summer,Kerala,1.1,2.4843,5081.12,35089.46,100253.31
Rice,Summer,Kerala,4.83,2.654,4861.25,35050.67,453848.94
Rice,Summer,Kerala,1.62,2.7086,4962.08,36194.31,159100.44
Rice,Summer,Kerala,1.39,2.4689,4532.45,35250.61,106542.5
Rice,Summer,Kerala,1.37,2.6116,4433.6,35806.11,109577.84
Rice,Summer,Kerala,4.28,2.3457,5233.37,36258.58,370233.52
Rice,Summer,Kerala,3.5,2.3244,5261.64,34193.85,308375.36
Rice,Summer,Kerala,3.67,2.6504,5228.23,35794.64,377188.22
Rice,Summer,Kerala,2.24,2.6366,4988.56,35886.5,214236.58
Rice,Summer,Kerala,3.55,2.5532,4225.52,34924.03,259007.99
Rice,Summer,Kerala,4.83,2.5228,4862.75,36729.19,415122.73
Rice,Summer,Kerala,0.92,2.551,4486.28,34353.33,73684.79
Rice,Summer,Kerala,2.06,2.5057,5187.54,33610.03,198533.79
Rice,Summer,Kerala,1.9,2.492,4258.43,33856.44,137303.05
Rice,Summer,Kerala,4.36,2.1989,4828.76,34303.06,313375.47
Rice,Summer,Kerala,3.27,2.4667,4553.62,36432.77,248161.37
Rice,Summer,Kerala,2.08,2.6476,4554.05,34365.65,179311.23
Rice,Summer,Kerala,0.85,2.7238,4377.77,36516.52,70314.71
Rice,Summer,Kerala,1.51,2.2449,4801.66,35611.37,108993.43
Rice,Summer,Kerala,1.33,2.6506,4228.55,34388.9,103333.49
Rice,Summer,Kerala,0.99,2.6138,5120.7,35643.15,97217.22
Rice,Summer,Kerala,4.6,2.2394,4728.53,33464.71,333160.3
Rice,Summer,Kerala,1.93,2.4799,4270.69,33300.75,140129.97
Rice,Summer,Kerala,2.5,2.3812,4374.95,35612.62,171404.61
Rice,Summer,Kerala,2.08,2.7485,4560.27,35765.85,186313.01
Rice,Summer,Kerala,2.81,2.5298,4831.1,33336.01,249759.51
Rice,Summer,Kerala,0.86,2.3789,4910.54,33444.05,71701.28
Rice,Summer,Kerala,1.84,2.7046,4320.13,33960.24,152501.44
Rice,Summer,Kerala,1.15,2.4718,4884.34,35265.76,98287.0
Rice,Summer,Kerala,2.46,2.6234,4703.44,34019.73,219853.99
Rice,Summer,Kerala,2.28,2.2759,5261.7,34278.21,194883.91
Rice,Summer,Kerala,1.36,2.3231,4195.21,33412.64,87101.3
Rice,Summer,Kerala,1.2,2.1761,4584.55,35885.35,76652.7
Rice,Summer,Kerala,4.08,2.7449,4640.0,35626.48,374289.77
Rice,Summer,Kerala,3.85,2.658,4390.69,36557.66,308571.51
Rice,Summer,Kerala,1.56,2.6046,4952.95,34318.09,147712.96
Rice,Summer,Kerala,2.64,2.266,4282.87,33465.5,167860.81
Rice,Summer,Kerala,3.02,2.7045,4883.31,35147.65,292698.23
Rice,Summer,Kerala,1.67,2.6861,4239.56,34926.0,131849.57
Rice,Summer,Kerala,3.82,2.4519,4188.56,34390.03,260941.77
Rice,Summer,Kerala,0.64,2.4665,5054.45,34416.13,57761.61
Rice,Summer,Kerala,4.13,2.1659,4680.4,36555.57,267694.39
Rice,Summer,Kerala,1.65,2.6456,5116.92,33818.31,167567.8
Rice,Summer,Kerala,2.63,2.3731,4217.63,35808.43,169053.19
Rice,Summer,Kerala,1.57,2.4631,4305.16,35129.45,111330.53
Rice,Summer,Kerala,3.54,2.5745,5035.63,36208.94,330746.3
Rice,Summer,Kerala,1.5,2.3763,4820.17,36617.39,116889.15
Rice,Summer,Kerala,2.48,2.6177,5263.85,35764.62,253025.34
Rice,Summer,Kerala,2.71,2.4746,4676.37,34277.72,220708.1
Rice,Summer,Kerala,4.57,2.6368,5075.68,34766.04,452738.92
Rice,Summer,Kerala,0.82,2.3848,4949.09,36296.51,67017.64
Rice,Summer,Kerala,4.01,2.5189,4337.25,35672.75,295053.09
Rice,Summer,Kerala,3.06,2.2983,4756.77,34075.67,230262.58
Rice,Summer,Kerala,3.96,2.6235,4193.16,35093.8,296657.65
Rice,Summer,Kerala,4.71,2.5554,5306.64,34692.9,475294.33
Rice,Summer,Kerala,2.64,2.2224,4404.25,35275.67,165274.8
Rice,Summer,Kerala,4.12,2.4115,4469.73,35191.71,299091.96
Rice,Summer,Kerala,4.59,2.3036,4329.63,36464.86,290425.63
Rice,Summer,Kerala,0.68,2.5412,4918.42,34591.39,61470.2
Rice,Summer,Kerala,2.61,2.2612,5144.61,34060.49,214722.52
Rice,Summer,Kerala,2.81,2.5028,4638.1,36472.94,223701.13
Rice,Summer,Kerala,4.63,2.3421,4433.61,33817.24,324211.06
Rice,Summer,Kerala,4.68,2.4292,4624.58,36059.24,356999.59
Rice,Summer,Kerala,2.81,2.4222,4308.15,35456.83,193598.26
Rice,Summer,Kerala,3.74,2.2342,4906.17,34315.21,281609.71
Rice,Summer,Kerala,3.8,2.1917,5173.37,33397.8,303945.86
Rice,Summer,Kerala,3.4,2.2555,4795.46,35169.02,248175.01
Rice,Summer,Kerala,4.89,2.4289,4889.73,36146.36,404009.58
Rice,Summer,Kerala,1.46,2.4753,4643.31,35015.89,116682.31
Rice,Summer,Kerala,4.64,2.1972,4504.89,36457.32,290107.09
Rice,Summer,Kerala,1.48,2.4771,4603.15,36665.58,114493.42
Rice,Summer,Kerala,2.91,2.5083,4681.33,36647.83,235046.76
Rice,Summer,Kerala,4.18,2.6379,4364.15,36193.85,329912.36
Rice,Summer,Kerala,3.61,2.424,4919.69,35495.93,302365.58
Rice,Summer,Kerala,3.82,2.3157,4311.64,33929.29,251795.2
Rice,Summer,Kerala,4.29,2.4299,4945.6,36141.2,360486.46
Rice,Summer,Kerala,3.73,2.2092,5211.37,35032.05,298755.91
Rice,Summer,Kerala,3.68,2.3569,4407.98,34716.42,254561.78
Rice,Summer,Kerala,4.07,2.4547,4733.48,34758.11,331437.56
Rice,Summer,Kerala,1.53,2.3514,5222.16,35236.13,133961.45
Rice,Summer,Kerala,1.17,2.6972,4665.97,36734.13,104266.24
Rice,Summer,Kerala,2.13,2.3494,4347.1,34395.35,144276.76
Rice,Summer,Kerala,3.4,2.6173,4736.42,35704.56,300094.2
Rice,Summer,Kerala,1.63,2.6639,5064.21,35344.37,162288.88
Rice,Winter,Kerala,4.67,2.3201,5062.73,36421.58,378457.99
Rice,Winter,Kerala,3.2,2.19,4764.9,36340.02,217628.82
Rice,Winter,Kerala,1.05,2.2886,4710.64,35191.62,76245.28
Rice,Winter,Kerala,3.43,2.1358,4747.38,36249.31,223451.66
Rice,Winter,Kerala,3.46,2.1463,5148.33,35479.7,259562.97
Rice,Winter,Kerala,3.71,2.4382,4608.13,33258.78,293444.36
Rice,Winter,Kerala,3.18,2.2866,4870.01,35455.17,241373.24
Rice,Winter,Kerala,1.25,2.1788,4951.03,34832.19,91301.68
Rice,Winter,Kerala,2.0,2.3344,4711.13,36184.2,147583.03
Rice,Winter,Kerala,2.68,2.2616,4539.66,35660.81,179585.93
Rice,Winter,Kerala,2.06,2.3024,4643.26,34279.03,149613.23
Rice,Winter,Kerala,1.44,2.188,4331.63,33419.2,88351.8
Rice,Winter,Kerala,3.13,2.2015,4372.04,34192.28,194236.52
Rice,Winter,Kerala,3.34,2.3408,5139.41,35148.77,284410.1
Rice,Winter,Kerala,3.51,2.0629,4206.02,33582.25,186673.14
Rice,Winter,Kerala,0.94,2.2856,4468.27,33651.39,64368.91
Rice,Winter,Kerala,4.71,2.5249,5143.86,33398.75,454425.69
Rice,Winter,Kerala,4.33,2.4871,5086.38,35097.8,395784.14
Rice,Winter,Kerala,4.05,2.0373,4230.25,33664.86,212701.56
Rice,Winter,Kerala,4.62,2.0505,4241.49,36506.44,233156.75
Rice,Winter,Kerala,0.98,2.4257,5161.49,33390.99,89973.64
Rice,Winter,Kerala,0.6,2.5388,4779.92,36325.91,51017.3
Rice,Winter,Kerala,1.9,2.2072,4611.43,35819.63,125329.7
Rice,Winter,Kerala,2.04,2.4027,4340.06,34853.05,141629.55
Rice,Winter,Kerala,0.85,2.3146,5070.81,34962.79,70046.97
Rice,Winter,Kerala,3.53,2.349,4746.9,36286.21,265520.17
Rice,Winter,Kerala,3.26,2.3302,4922.38,35109.13,259467.33
Rice,Winter,Kerala,1.27,2.3733,4553.83,34739.17,93139.0
Rice,Winter,Kerala,2.33,1.999,5035.78,35626.48,151546.07
Rice,Winter,Kerala,2.7,2.1814,4600.57,33855.06,179554.04
Rice,Winter,Kerala,2.0,2.2341,4617.25,35603.05,135106.27
Rice,Winter,Kerala,2.54,2.3443,5077.9,33913.59,216220.09
Rice,Winter,Kerala,1.75,2.5108,4262.06,36352.93,123655.95
Rice,Winter,Kerala,0.88,2.5188,4825.07,35865.0,75389.85
Rice,Winter,Kerala,2.71,2.1479,4446.22,35826.83,161717.03
Rice,Winter,Kerala,4.01,2.0619,4773.44,36518.54,248230.57
Rice,Winter,Kerala,4.3,2.0269,4331.8,35125.54,226504.86
Rice,Winter,Kerala,1.78,2.0435,4494.17,36586.85,98347.56
Rice,Winter,Kerala,4.24,2.4732,4301.42,35640.35,299948.66
Rice,Winter,Kerala,1.96,2.3216,5163.2,36220.34,163946.81
Rice,Winter,Kerala,2.61,2.1544,4741.53,34606.92,176295.47
Rice,Winter,Kerala,3.05,2.3227,5249.45,33765.82,268897.71
Rice,Winter,Kerala,0.53,2.1943,5140.14,34352.38,41573.17
Rice,Winter,Kerala,4.1,2.4032,5247.52,33858.47,378230.8
Rice,Winter,Kerala,2.26,2.4897,5035.93,36745.1,200315.89
Rice,Winter,Kerala,2.8,2.0214,5107.76,34250.39,193193.9
Rice,Winter,Kerala,2.17,1.9979,5281.84,34328.07,154494.88
Rice,Winter,Kerala,4.69,2.1185,4520.83,35805.31,281259.64
Rice,Winter,Kerala,3.85,2.5115,4709.13,33959.47,324592.91
Rice,Winter,Kerala,4.61,2.1965,5031.5,36074.18,343171.36
Rice,Winter,Kerala,1.1,2.5022,4320.93,33581.73,81992.21
Rice,Winter,Kerala,0.52,2.0525,4614.53,36270.63,30391.33
Rice,Winter,Kerala,4.65,2.2276,4720.79,35136.64,325617.01
Rice,Winter,Kerala,1.52,2.051,4510.92,34812.58,87712.6
Rice,Winter,Kerala,3.25,2.3983,5230.29,35780.72,291394.06
Rice,Winter,Kerala,1.89,2.5115,5182.59,36512.92,176995.03
Rice,Winter,Kerala,0.67,2.3462,4859.52,34282.73,53418.91
Rice,Winter,Kerala,4.97,2.1139,4503.21,34944.51,299443.53
Rice,Winter,Kerala,1.95,2.2356,5223.25,34685.52,160064.4
Rice,Winter,Kerala,3.32,2.408,4264.19,35939.4,221578.11
Rice,Winter,Kerala,2.63,2.3114,5259.28,35683.33,225862.01
Rice,Winter,Kerala,4.66,2.2311,4930.06,33336.7,357222.56
Rice,Winter,Kerala,3.78,2.252,5269.71,34439.19,318406.46
Rice,Winter,Kerala,2.84,1.9964,5000.7,36355.24,180278.65
Rice,Winter,Kerala,4.49,2.0626,4787.78,35601.32,283557.31
Rice,Winter,Kerala,1.12,2.047,4749.38,35311.73,69336.19
Rice,Winter,Kerala,1.93,2.4315,5117.39,36744.66,169229.5
Rice,Winter,Kerala,1.66,2.2372,4242.21,33541.91,101863.74
Rice,Winter,Kerala,1.3,2.3184,4851.5,33401.65,102795.14
Rice,Winter,Kerala,2.49,2.1419,4775.17,36302.15,164285.76
Rice,Winter,Kerala,1.22,2.0815,4460.78,33657.91,72214.63
Rice,Winter,Kerala,4.46,2.3893,4488.04,34747.94,323289.26
Rice,Winter,Kerala,3.36,2.4558,5227.96,33491.45,318852.43
Rice,Winter,Kerala,4.3,2.1866,4685.98,35603.36,287503.63
Rice,Winter,Kerala,4.78,2.4141,4279.0,33962.28,331437.99
Rice,Winter,Kerala,2.21,2.2931,5166.12,33486.1,187805.53
Rice,Winter,Kerala,2.79,2.2839,5070.34,33834.11,228692.16
Rice,Winter,Kerala,2.5,2.3543,5223.61,35804.6,217939.64
Rice,Winter,Kerala,4.04,2.3126,4275.09,34565.7,259769.23
Rice,Winter,Kerala,1.13,2.4213,4402.54,33815.21,82242.98
Rice,Winter,Kerala,1.91,2.0225,4496.02,34867.55,107082.18
Rice,Winter,Kerala,3.95,2.0573,4197.1,35770.65,199773.93
Rice,Winter,Kerala,3.17,2.1213,4985.7,36063.19,220940.29
Rice,Winter,Kerala,2.66,2.0462,4866.29,33967.61,174510.68
Rice,Winter,Kerala,3.98,2.0464,4426.66,35340.21,219880.14
Rice,Winter,Kerala,2.97,2.3326,4863.55,35000.69,232986.33
Rice,Winter,Kerala,2.72,2.2866,5223.4,35410.55,228561.72
Rice,Winter,Kerala,1.7,2.0093,5163.02,35200.29,116516.67
Rice,Winter,Kerala,2.23,2.1921,4859.01,35761.91,157776.08
Rice,Winter,Kerala,0.59,2.4485,4633.71,34125.7,46805.93
Rice,Winter,Kerala,0.74,2.5276,4736.84,33474.55,63828.07
Rice,Winter,Kerala,0.82,2.1321,4849.01,34685.81,56335.77
Rice,Winter,Kerala,4.24,2.3876,4398.14,35015.7,296772.36
Rice,Winter,Kerala,4.57,2.26,5278.92,35296.26,383916.78
Rice,Winter,Kerala,3.86,2.1194,4534.48,36626.4,229590.68
Rice,Winter,Kerala,2.45,2.452,4173.71,35348.82,164130.95
Rice,Winter,Kerala,1.26,2.1547,4206.19,36497.6,68207.19
Rice,Winter,Kerala,4.7,2.4511,4525.75,34796.46,357824.57
Rice,Winter,Kerala,3.44,2.2769,4552.42,34278.23,238652.2
Rice,Winter,Kerala,0.78,2.1542,4330.48,36666.89,44165.5
Rice,Kharif,Maharashtra,4.85,1.5025,4342.88,34795.61,147717.34
Rice,Kharif,Maharashtra,2.48,1.4302,3917.04,35120.85,51835.88
Rice,Kharif,Maharashtra,0.83,1.6793,4318.0,34484.58,31563.65
Rice,Kharif,Maharashtra,3.41,1.5151,3768.29,34349.47,77562.04
Rice,Kharif,Maharashtra,4.09,1.6298,3746.7,33951.63,110887.27
Rice,Kharif,Maharashtra,1.78,1.6615,3770.65,35093.55,49047.9
Rice,Kharif,Maharashtra,3.75,1.4165,3755.64,35631.78,65869.18
Rice,Kharif,Maharashtra,1.02,1.5307,3781.11,35863.81,22454.84
Rice,Kharif,Maharashtra,3.32,1.6433,3721.16,35728.52,84401.53
Rice,Kharif,Maharashtra,2.25,1.6746,3780.77,35388.12,62828.06
Rice,Kharif,Maharashtra,0.85,1.6012,4187.32,35886.79,26485.66
Rice,Kharif,Maharashtra,1.36,1.6223,3792.62,34936.07,36164.17
Rice,Kharif,Maharashtra,2.24,1.6306,4264.0,35735.95,75691.42
Rice,Kharif,Maharashtra,1.19,1.5908,4247.53,33368.19,40698.59
Rice,Kharif,Maharashtra,1.56,1.589,3568.0,34390.58,34794.63
Rice,Kharif,Maharashtra,4.94,1.7311,4382.35,35003.91,201841.91
Rice,Kharif,Maharashtra,4.13,1.629,3800.99,34625.21,112714.87
Rice,Kharif,Maharashtra,1.27,1.628,3613.28,33591.74,32046.69
Rice,Kharif,Maharashtra,3.73,1.4754,4433.53,34898.29,113816.17
Rice,Kharif,Maharashtra,3.82,1.7677,3820.28,36359.63,119080.86
Rice,Kharif,Maharashtra,0.97,1.7892,3569.59,36597.66,26451.29
Rice,Kharif,Maharashtra,2.4,1.6514,3591.97,34276.94,60098.68
Rice,Kharif,Maharashtra,4.72,1.6632,4310.99,34245.76,176795.19
Rice,Kharif,Maharashtra,3.66,1.4274,3822.53,35029.52,71495.96
Rice,Kharif,Maharashtra,2.7,1.7465,4280.4,34490.64,108721.01
Rice,Kharif,Maharashtra,2.52,1.5379,3997.66,35851.85,64579.43
Rice,Kharif,Maharashtra,2.85,1.6635,4426.27,33991.64,112974.71
Rice,Kharif,Maharashtra,1.24,1.5466,3902.94,34674.96,31853.78
Rice,Kharif,Maharashtra,1.33,1.4691,4488.37,35534.27,40436.36
Rice,Kharif,Maharashtra,0.56,1.5321,3936.36,34587.09,14403.56
Rice,Kharif,Maharashtra,2.74,1.6378,4123.25,35457.5,87878.19
Rice,Kharif,Maharashtra,4.3,1.697,4399.95,33526.3,176909.71
Rice,Kharif,Maharashtra,4.83,1.6872,4458.58,35061.04,193988.31
Rice,Kharif,Maharashtra,1.63,1.7512,4273.97,35578.16,64006.7
Rice,Kharif,Maharashtra,3.33,1.5508,3729.61,35780.98,73452.85
Rice,Kharif,Maharashtra,0.58,1.7084,4162.76,34421.47,21282.24
Rice,Kharif,Maharashtra,0.84,1.4676,4334.63,34547.8,24415.83
Rice,Kharif,Maharashtra,3.68,1.7452,4332.56,35106.46,149066.71
Rice,Kharif,Maharashtra,2.64,1.6299,4362.84,35275.28,94604.21
Rice,Kharif,Maharashtra,2.45,1.5981,3903.36,34526.97,68239.08
Rice,Kharif,Maharashtra,2.05,1.5425,4503.29,34147.34,72396.27
Rice,Kharif,Maharashtra,2.09,1.764,4113.98,36007.52,76414.58
Rice,Kharif,Maharashtra,4.29,1.7676,4373.17,34072.75,185454.65
Rice,Kharif,Maharashtra,2.56,1.5601,3915.33,35532.99,65406.23
Rice,Kharif,Maharashtra,2.31,1.5602,4138.67,34338.95,69840.81
Rice,Kharif,Maharashtra,2.09,1.6445,4319.78,36658.99,71857.36
Rice,Kharif,Maharashtra,4.25,1.5063,4012.52,35608.68,105540.07
Rice,Kharif,Maharashtra,3.77,1.5015,3991.64,35200.33,93251.97
Rice,Kharif,Maharashtra,1.64,1.6553,4451.43,34271.76,64634.4
Rice,Kharif,Maharashtra,1.47,1.6857,4235.68,35339.96,53007.77
Rice,Kharif,Maharashtra,3.26,1.5517,4126.63,36530.95,89655.24
Rice,Kharif,Maharashtra,2.66,1.5472,3562.75,33705.99,56965.84
Rice,Kharif,Maharashtra,2.14,1.4217,4130.87,36295.7,48003.09
Rice,Kharif,Maharashtra,3.25,1.5328,3828.53,34879.84,77368.55
Rice,Kharif,Maharashtra,1.62,1.4232,3547.3,34502.09,25890.5
Rice,Kharif,Maharashtra,1.06,1.744,3564.72,34209.48,29638.37
Rice,Kharif,Maharashtra,2.76,1.4309,3716.47,35857.03,47812.04
Rice,Kharif,Maharashtra,1.06,1.6392,3567.96,33297.14,26700.7
Rice,Kharif,Maharashtra,2.46,1.536,3822.21,33263.65,62597.29
Rice,Kharif,Maharashtra,4.84,1.6335,4042.65,35581.43,147411.81
Rice,Kharif,Maharashtra,4.09,1.7066,4130.53,34820.57,145900.96
Rice,Kharif,Maharashtra,2.17,1.7464,4338.51,33732.32,91213.86
Rice,Kharif,Maharashtra,2.94,1.4451,4203.71,36503.59,71283.42
Rice,Kharif,Maharashtra,2.84,1.4816,4166.82,34175.52,78271.97
Rice,Kharif,Maharashtra,1.04,1.6027,3798.21,36167.7,25693.3
Rice,Kharif,Maharashtra,2.9,1.4301,3779.33,35426.89,54004.43
Rice,Kharif,Maharashtra,2.39,1.7134,4494.29,36079.27,97813.39
Rice,Kharif,Maharashtra,0.56,1.4879,4294.69,35300.29,16016.77
Rice,Kharif,Maharashtra,2.51,1.4643,4095.45,34849.12,63057.73
Rice,Kharif,Maharashtra,0.67,1.6664,3582.73,36580.94,15491.08
Rice,Kharif,Maharashtra,4.0,1.4345,3996.46,33407.57,95679.51
Rice,Kharif,Maharashtra,1.21,1.5665,4486.04,36201.93,41229.62
Rice,Kharif,Maharashtra,3.67,1.7782,4128.14,34056.44,144409.79
Rice,Kharif,Maharashtra,2.55,1.6255,4378.69,34112.56,94516.01
Rice,Kharif,Maharashtra,1.44,1.4179,4270.62,36449.67,34706.26
Rice,Kharif,Maharashtra,0.58,1.646,4152.84,35274.44,19186.24
Rice,Kharif,Maharashtra,2.63,1.667,4366.81,35986.52,96805.53
Rice,Kharif,Maharashtra,1.02,1.4239,3591.33,33765.22,17719.88
Rice,Kharif,Maharashtra,3.5,1.7028,4020.48,33921.06,120889.61
Rice,Kharif,Maharashtra,2.15,1.7735,4401.67,36476.05,89413.12
Rice,Kharif,Maharashtra,4.18,1.765,4208.15,35749.64,161032.87
Rice,Kharif,Maharashtra,4.79,1.7681,3567.06,35195.09,133513.19
Rice,Kharif,Maharashtra,1.0,1.7413,3750.78,35021.41,30290.98
Rice,Kharif,Maharashtra,4.92,1.5719,3656.68,34411.56,113490.57
Rice,Kharif,Maharashtra,2.82,1.6679,4155.2,33254.54,101659.19
Rice,Kharif,Maharashtra,0.9,1.7461,3576.99,34346.52,25300.06
Rice,Kharif,Maharashtra,2.15,1.7402,3978.3,33299.58,77251.55
Rice,Kharif,Maharashtra,1.03,1.7844,4205.18,35499.75,40721.86
Rice,Kharif,Maharashtra,1.68,1.7886,4045.46,35098.27,62596.78
Rice,Kharif,Maharashtra,2.18,1.7856,3913.61,35766.21,74368.63
Rice,Kharif,Maharashtra,3.59,1.6285,3767.34,34498.61,96403.74
Rice,Kharif,Maharashtra,1.58,1.5606,4408.48,34239.76,54601.52
Rice,Kharif,Maharashtra,4.69,1.7002,3733.81,35534.62,131074.62
Rice,Kharif,Maharashtra,4.64,1.6847,4347.12,34351.0,180427.79
Rice,Kharif,Maharashtra,2.73,1.4219,4455.78,36030.16,74597.67
Rice,Kharif,Maharashtra,1.63,1.5024,3721.89,33459.13,36608.33
Rice,Kharif,Maharashtra,4.96,1.6137,4383.67,35752.86,173535.29
Rice,Kharif,Maharashtra,3.0,1.7385,4327.34,34064.77,123492.02
Rice,Kharif,Maharashtra,2.57,1.79,4156.56,35639.41,99617.3
Rice,Kharif,Maharashtra,4.54,1.6372,4360.71,36377.79,158975.88
Rice,Summer,Maharashtra,2.2,2.4897,3909.61,33720.9,139954.81
Rice,Summer,Maharashtra,1.88,2.2877,4131.17,36542.53,108973.18
Rice,Summer,Maharashtra,4.81,2.3543,4028.75,35786.19,284085.31
Rice,Summer,Maharashtra,2.56,2.4706,3726.8,35832.25,143984.31
Rice,Summer,Maharashtra,1.6,2.396,4347.96,34077.06,112161.29
Rice,Summer,Maharashtra,3.43,2.201,3768.85,36218.03,160296.37
Rice,Summer,Maharashtra,4.68,2.572,3791.34,34085.8,296842.22
Rice,Summer,Maharashtra,1.03,2.188,3599.37,34598.36,45482.07
Rice,Summer,Maharashtra,4.67,2.2571,3777.11,35819.55,230852.94
Rice,Summer,Maharashtra,1.86,2.2944,4204.42,33937.56,116301.44
Rice,Summer,Maharashtra,3.8,2.2162,3569.24,34496.64,169491.94
Rice,Summer,Maharashtra,2.56,2.3097,4200.07,35330.13,157895.23
Rice,Summer,Maharashtra,3.18,2.5753,3903.8,36595.49,203329.74
Rice,Summer,Maharashtra,3.12,2.3274,3612.38,33895.47,156562.73
Rice,Summer,Maharashtra,2.67,2.4465,3725.24,33531.5,153810.7
Rice,Summer,Maharashtra,4.79,2.4223,3731.9,36459.37,258370.91
Rice,Summer,Maharashtra,1.62,2.2701,4445.92,36611.86,104189.09
Rice,Summer,Maharashtra,4.87,2.5177,3724.85,33926.97,291493.32
Rice,Summer,Maharashtra,1.52,2.1401,3624.4,35462.77,63998.67
Rice,Summer,Maharashtra,2.52,2.2384,4307.4,36640.19,150632.39
Rice,Summer,Maharashtra,0.72,2.4451,3603.92,36356.39,37270.12
Rice,Summer,Maharashtra,4.08,2.2035,4016.42,33297.08,225227.27
Rice,Summer,Maharashtra,2.79,2.2452,4002.72,35273.25,152323.55
Rice,Summer,Maharashtra,3.78,2.1999,4220.38,35298.56,217518.13
Rice,Summer,Maharashtra,1.17,2.4924,3660.61,35678.11,65004.69
Rice,Summer,Maharashtra,3.96,2.5645,3690.43,33715.89,241263.15
Rice,Summer,Maharashtra,4.42,2.1115,3883.61,34253.69,211055.16
